substrate,FishID,pop,sex,Date,Temp,length,mass,heart_mass,MR_pmol_s,phenotype,aug2018_temp,tenyr_mean_temp,pair,state,mt_haplotype,temp_var,latitude,accl_order
INH,G1R4G5,RVMA,F,7/29/19,28,70,8.8,0.012,21.07152354,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P1G4R5,RVMA,F,7/29/19,28,76,11.7,0.013,27.11276454,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P2R3P6,RVMA,F,7/29/19,28,68,9,0.009,14.15270417,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P2O3O4,OCME,F,7/30/19,28,85,15.1,0.013,19.20119289,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,O2G3O4,EHMA,F,7/30/19,28,73,9.8,0.013,13.91224198,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R1R3R6,EHMA,F,7/30/19,28,69,6.4,0.005,6.349660917,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,P2R4G6,DIME,M,7/30/19,28,75,9.1,0.007,11.33485055,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,G1O3G5,PENME,M,7/30/19,28,72,9.4,0.013,14.77856948,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,O1P3G5,PENME,M,7/30/19,28,63,5.4,0.005,4.325422615,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G2O3G6,DIME,M,7/30/19,28,73,7.5,0.01,9.031408526,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,G1G2P5,RVMA,F,7/30/19,28,73,10.4,0.005,6.859925129,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,R2R3R4,OCME,M,7/30/19,28,66,6.4,0.008,5.710651042,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G2O3P6,PENME,M,7/30/19,28,71,7.6,0.01,5.564518046,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G1G3R6,RVMA,M,7/30/19,28,75,10.1,0.014,12.77373425,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,G1O2P5,PEAME,M,7/30/19,28,69,6.4,0.007,7.031850205,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,R2R3O6,EHMA,M,7/30/19,28,67,7.3,0.008,5.452437916,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R2G5G6,PEAME,M,7/30/19,28,73,8.4,0.009,9.665891628,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,G1R2P4,PEAME,F,7/30/19,28,69,7.8,0.006,7.457305997,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,O1O3R5,RVMA,F,7/30/19,28,80,13.8,0.011,12.06081834,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,O1O2G5,RVMA,M,7/30/19,28,83,13.8,0.016,16.27356236,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,R1G3P6,DIME,M,7/31/19,12,79,8.6,0.011,17.66834001,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,P3O5G6,PEAME,F,7/31/19,12,72,8.7,0.015,18.66762668,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,R1P2G5,RVMA,M,7/31/19,12,81,13.1,0.02,34.77493976,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,O1G2G3,PENME,M,7/31/19,12,74,9.5,0.012,8.619399241,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,P3G5R6,OCME,F,7/31/19,12,76,10.9,0.012,28.02225028,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G3G5G6,PEAME,M,7/31/19,12,72,7.5,0.013,14.83118895,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O1R2G3,EHMA,F,7/31/19,12,63,7.5,0.008,22.48262168,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1O2P6,PEAME,F,7/31/19,12,75,8.9,0.011,24.56088694,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,G1O4O5,RVMA,M,7/31/19,12,83,14.1,0.017,36.93699215,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G3G4O5,OCME,M,7/31/19,12,66,7,0.012,19.35921768,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,P1G3O5,DIME,M,7/31/19,12,65,6.8,0.007,24.60062045,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O2O5R6,EHMA,F,7/31/19,12,65,6.4,0.01,16.81818564,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1G2R4,OCME,M,7/31/19,12,67,7.1,0.01,23.36292271,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G1P2O3,PEAME,M,7/31/19,12,69,7.8,0.01,17.53555906,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,P1O3G4,PENME,F,7/31/19,12,75,9.5,0.014,28.42804757,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,O2O3G4,DIME,M,7/31/19,12,71,7.4,0.012,23.89261206,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,G2P3P4,PEAME,F,7/31/19,12,77,8.9,0.01,23.90844249,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O2R3O6,EHMA,M,7/31/19,12,80,12.3,0.017,38.41529568,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G2O4P5,RVMA,M,7/31/19,12,69,7.1,0.012,28.26936742,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,R4R5G6,RVMA,F,7/31/19,12,84,17.3,0.029,44.96570705,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1O3R4,DIME,F,8/1/19,12,86,12.9,0.016,24.77273007,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,P1R2G3,OCME,F,8/1/19,12,70,6.4,0.01,15.51228564,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,R2G5O6,PENME,F,8/1/19,12,82,10.6,0.016,29.05559639,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,O2R5P6,OCME,M,8/1/19,12,59,4,0.008,13.34478585,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,O1O5G6,DIME,F,8/1/19,12,66,5.6,0.01,14.0514439,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O2P4G5,RVMA,M,8/1/19,12,76,11.3,0.023,26.70835642,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,R3G5P6,EHMA,F,8/1/19,12,90,16.7,0.026,42.05451358,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G3O5G6,PENME,M,8/1/19,12,67,7.5,0.02,26.64046773,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,R1P2O4,PENME,F,8/1/19,12,85,16,0.021,29.89706685,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G1O4P5,OCME,F,8/1/19,12,83,11.7,0.019,31.91219742,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G1O3G6,PENME,M,8/1/19,12,72,8.6,0.012,22.7015271,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,R1G4R6,RVMA,F,8/1/19,12,81,12.8,0.018,32.0496879,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,R2O5G6,DIME,F,8/1/19,12,92,17.4,0.029,37.64881107,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O2R5O6,PEAME,M,8/1/19,12,61,6,0.007,14.58949505,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,G1G3G6,DIME,M,8/1/19,12,78,9.6,0.014,29.68115482,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,R3P4G5,PENME,F,8/1/19,12,80,12.4,0.016,27.89982072,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G2R3G6,RVMA,F,8/1/19,12,71,8.3,0.012,25.60754988,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G2O3O6,DIME,M,8/1/19,12,71,7.1,0.008,20.33559675,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O1G5R6,EHMA,M,8/1/19,12,73,11,0.015,23.33514014,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,P4G5G6,EHMA,M,8/1/19,12,82,14,0.023,33.81277976,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1G2G4,RVMA,F,8/5/19,12,76,11.5,0.012,25.52717711,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1G2P3,PEAME,M,8/5/19,12,70,7.7,0.011,16.80320348,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O1R5P6,PEAME,F,8/5/19,12,74,7.1,0.013,11.56412634,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O1P2G5,OCME,M,8/5/19,12,61,5.4,0.007,9.422911796,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,O1R2O5,PENME,F,8/5/19,12,76,10.6,0.013,19.86221555,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,P2G4G5,PENME,F,8/5/19,12,72,8.2,0.013,16.39274929,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,P1P2R4,EHMA,F,8/5/19,12,71,9.3,0.012,19.01155209,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1O2G5,PENME,F,8/5/19,12,68,7.1,0.006,12.91098372,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,P1O4G5,PEAME,F,8/5/19,12,76,9.5,0.011,15.95551739,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,P1P2G5,EHMA,M,8/5/19,12,74,9.6,0.01,18.47114905,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,P2O4R6,OCME,M,8/5/19,12,77,9.5,0.019,22.44142366,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G2G3R6,OCME,F,8/5/19,12,61,5,0.007,9.277332149,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G3P4G5,RVMA,M,8/5/19,12,82,11,0.014,24.45604646,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,R1R3P5,OCME,M,8/5/19,12,66,4.6,0.01,10.74796761,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,P2R3G6,DIME,M,8/5/19,12,78,10.8,0.013,22.40281071,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,G2G3G4,EHMA,F,8/5/19,12,75,10,0.013,17.5831457,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,R1O5O6,EHMA,M,8/5/19,12,62,5.3,0.006,11.9319979,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G2P3R5,RVMA,M,8/5/19,12,61,7.1,0.008,16.5267256,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,P4G5R6,PEAME,M,8/5/19,12,66,6.3,0.007,11.10932513,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,R1P5O6,PEAME,F,8/6/19,12,74,8.6,0.01,26.603147,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,G2R5G6,PENME,F,8/6/19,12,72,9.1,0.011,21.55368087,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,R1O2P3,RVMA,F,8/6/19,12,67,8.5,0.016,17.27921525,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,O1G4P6,PEAME,F,8/6/19,12,75,9.3,0.015,23.83486844,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,R2G3P4,PENME,M,8/6/19,12,71,8.1,0.01,21.28462075,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G2P5P6,RVMA,F,8/6/19,12,71,9.4,0.011,18.89706986,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,P1P3O6,DIME,M,8/6/19,12,66,7,0.011,19.9829264,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O2G3P5,PEAME,F,8/6/19,12,74,10.3,0.011,27.62687585,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,G1R3O5,RVMA,M,8/6/19,12,70,14.2,0.025,40.75838219,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1O2P3,OCME,M,8/6/19,12,59,4,0.008,11.79574213,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,R1P2R6,PEAME,M,8/6/19,12,67,6.2,0.009,16.80254491,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,R1G4R5,OCME,M,8/6/19,12,47,2.4,0.001,7.403962603,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,R2O3P4,OCME,F,8/6/19,12,71,8.3,0.011,19.53951949,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G1G3P5,DIME,M,8/6/19,12,71,7.7,0.012,25.0840475,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O3P4G6,PEAME,M,8/6/19,12,66,6.7,0.008,14.64667737,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O2R3G5,OCME,M,8/6/19,12,68,7.2,0.01,22.45208419,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,R2P3G5,RVMA,M,8/6/19,12,74,9.8,0.013,26.71160707,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,R2P4R6,OCME,M,8/6/19,12,64,5.6,0.007,3.882462658,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,O4O5O6,RVMA,F,8/6/19,12,77,9.4,0.015,19.08856457,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1G2R6,PEAME,M,8/7/19,12,72,9.7,0.011,15.59798078,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,P2R5O6,PEAME,F,8/7/19,12,75,9.6,0.018,25.34780718,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,P2G3G4,OCME,M,8/7/19,12,64,6.3,0.007,13.88183747,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G1P3O6,PEAME,M,8/7/19,12,72,8.6,0.01,14.33692136,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,O1R2P6,RVMA,M,8/7/19,12,79,13.1,0.023,39.05113044,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,O3G5G6,DIME,F,8/7/19,12,69,7.2,0.012,15.94219822,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,G2R3P6,DIME,M,8/7/19,12,69,6.9,0.007,14.95207063,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,G3O4R5,PENME,M,8/7/19,12,79,11.5,0.017,29.10700588,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,O1G2G6,PEAME,M,8/7/19,12,64,6.6,0.007,16.13513638,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,P3G5O6,PENME,F,8/7/19,12,69,7.7,0.017,26.10992791,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G1G3O6,RVMA,M,8/7/19,12,73,10.2,0.014,23.43619655,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G3R4O5,DIME,M,8/7/19,12,81,11.5,0.02,32.44160434,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,O3G5P6,EHMA,M,8/7/19,12,71,8.2,0.009,18.18673715,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,O1O3O6,PENME,M,8/7/19,12,79,11.5,0.014,29.5736551,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G2G5P6,OCME,M,8/8/19,12,65,6.3,0.006,14.4869761,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,O3O5R6,DIME,M,8/8/19,12,77,7.9,0.012,23.3606258,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,P1P2G6,PEAME,F,8/8/19,12,78,12.5,0.022,31.40555617,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
INH,R1P4O6,EHMA,M,8/8/19,12,70,8.8,0.014,15.17150393,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,R1R2R3,RVMA,M,8/8/19,12,72,9.6,0.01,17.38813371,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1O3R5,PENME,M,8/8/19,12,66,7,0.01,15.32849511,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
INH,G4G5P6,RVMA,M,8/8/19,12,80,12.6,0.015,32.9991654,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,O2P3G5,EHMA,M,8/8/19,12,73,8.9,0.015,15.34555857,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,P1R2R3,RVMA,F,8/8/19,12,75,10.9,0.013,19.91948704,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
INH,G1G2R5,EHMA,F,8/8/19,12,83,16.7,0.025,34.92946667,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,P2O4G6,EHMA,M,8/8/19,12,61,5.3,0.008,8.459660177,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1R2R5,OCME,F,8/8/19,12,77,12.3,0.02,28.235609,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G2G5G6,EHMA,F,8/8/19,12,73,9.8,0.014,32.95207066,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,G1R3G4,DIME,M,8/8/19,12,67,6.8,0.011,15.46144531,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,R1O3R6,DIME,F,8/8/19,12,84,12.5,0.021,23.83753035,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
INH,P1P4G5,EHMA,M,8/8/19,12,69,7.7,0.012,17.96507654,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,O1G4G6,EHMA,F,8/8/19,12,65,6.7,0.013,24.67090409,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,O1G3G5,OCME,M,8/8/19,12,65,8,0.008,17.53657152,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
INH,G1R2G4,EHMA,F,8/8/19,12,60,4.9,0.007,11.44765756,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
Glucose,P1R3O6,PENME,F,7/23/19,28,67,6.1,0.006,32.66023117,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,P1G3R5,RVMA,F,7/23/19,28,76,12.1,0.014,51.45860415,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,O3O4R5,RVMA,M,7/23/19,28,77,12.1,0.015,74.75285579,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,G2R5P6,RVMA,F,7/23/19,28,75,9.6,0.012,45.58140728,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,R3G4P5,DIME,F,7/23/19,28,86,11.8,0.014,58.12634241,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,G1R2O5,EHMA,F,7/23/19,28,68,8.4,0.006,53.4909812,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
Glucose,R1P3R6,PEAME,M,7/23/19,28,66,6.4,0.005,45.90577188,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
Glucose,P3R4R6,PENME,M,7/23/19,28,72,8.7,0.01,46.50007871,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,G1P2R5,PENME,F,7/23/19,28,84,11.4,0.01,47.30757381,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,R3R5P6,PEAME,F,7/23/19,28,73,8.8,0.007,45.1238067,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
Glucose,G1O2P4,DIME,M,7/23/19,28,71,6.6,0.007,41.25790978,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,P3R5R6,OCME,M,7/23/19,28,66,5.8,0.006,41.7458484,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
Glucose,O4G5R6,PEAME,M,7/23/19,28,66,5.8,0.005,39.50443778,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
Glucose,R2R4R5,PENME,M,7/23/19,28,72,10.6,0.012,56.68042036,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,G1O5R6,RVMA,F,7/23/19,28,72,8.3,0.007,43.92250813,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,P2R3P4,DIME,F,7/23/19,28,81,10.6,0.014,50.56295598,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,R1R5G6,RVMA,M,7/23/19,28,74,9.6,0.011,41.93981434,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,O3P4R6,OCME,F,7/24/19,28,66,6.4,0.008,24.76319044,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
Glucose,G2G3P5,DIME,M,7/24/19,28,74,7.2,0.008,33.76188142,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,G1P2R3,PEAME,F,7/24/19,28,74,8.1,0.008,37.79644424,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
Glucose,O1O2R4,DIME,M,7/24/19,28,70,9,0.01,54.23853327,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,R2G3R4,EHMA,M,7/24/19,28,69,8.2,0.009,43.98323474,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
Glucose,P2O5R6,PEAME,F,7/24/19,28,76,11.3,0.015,53.14893347,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
Glucose,P2P3O6,RVMA,F,7/24/19,28,74,10.2,0.011,48.01684739,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,G2O5R6,RVMA,M,7/24/19,28,80,11.8,0.01,56.72767977,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,R4O5R6,PENME,M,7/24/19,28,63,5.4,0.005,62.43686863,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,O2P3O4,EHMA,F,7/24/19,28,69,6.9,0.009,36.35274694,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
Glucose,O1G4R6,EHMA,F,7/24/19,28,58,3.9,0.003,22.41892604,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
Glucose,R1R2G6,DIME,F,7/24/19,28,82,11.8,0.015,45.08052947,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
Glucose,O1R3R6,RVMA,M,7/24/19,28,80,13,0.011,53.59806063,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
Glucose,P1O3R6,PENME,M,7/24/19,28,67,6.9,0.005,38.06324621,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
Glucose,G2P3G6,OCME,M,7/24/19,28,67,7,0.006,27.95262256,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
